Link,Type,Time,Days,Location,Date Range,Schedule Type,Instructor,Type 2,Time 2,Days 2,Location 2,Date Range 2,Schedule Type 2,Instructor 2
Thesis - 43681 - PSYC 392 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Gordon B.  Moskowitz (P),,,,,,,
Thesis - 43817 - PSYC 392 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Ageliki   Nicolopoulou (P),,,,,,,
Thesis - 43683 - PSYC 392 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Padraig G  O'Seaghdha (P),,,,,,,
Thesis - 47304 - PSYC 392 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Amanda C.  Brandone (P),,,,,,,
Thesis - 43691 - PSYC 392 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Catherine M.  Arrington (P),,,,,,,
Thesis - 43690 - PSYC 392 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Deborah   Laible (P),,,,,,,
Thesis - 43693 - PSYC 392 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Timothy A.  Lomauro (P),,,,,,,
Thesis - 46063 - PSYC 392 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Almut   Hupbach (P),,,,,,,
Thesis - 47303 - PSYC 392 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Thesis,Jessecae   Marsh (P),,,,,,,
Independent Research Seminar - 45176 - PSYC 393 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Susan E  Barrett (P),,,,,,,
Independent Research Seminar - 41145 - PSYC 393 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Mark H.  Bickhard (P),,,,,,,
Independent Research Seminar - 41146 - PSYC 393 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Michael J.  Gill (P),,,,,,,
Independent Research Seminar - 45449 - PSYC 393 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Christopher T.  Burke (P),,,,,,,
Independent Research Seminar - 41148 - PSYC 393 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Diane T.  Hyland (P),,,,,,,
Independent Research Seminar - 41149 - PSYC 393 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Barbara C.  Malt (P),,,,,,,
Independent Research Seminar - 46064 - PSYC 393 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Dominic J.  Packer (P),,,,,,,
Independent Research Seminar - 42910 - PSYC 393 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Gordon B.  Moskowitz (P),,,,,,,
Independent Research  - 41316 - PSYC 393 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Ageliki   Nicolopoulou (P),,,,,,,
Independent Research Seminar - 41712 - PSYC 393 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Padraig G  O'Seaghdha (P),,,,,,,
Independent Research Seminar - 47306 - PSYC 393 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Amanda C.  Brandone (P),,,,,,,
Independent Research Seminar - 43694 - PSYC 393 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Catherine M.  Arrington (P),,,,,,,
Independent Research Seminar - 43695 - PSYC 393 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Deborah   Laible (P),,,,,,,
Independent Research Seminar - 43696 - PSYC 393 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Timothy A.  Lomauro (P),,,,,,,
Independent Research Seminar - 46065 - PSYC 393 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Almut   Hupbach (P),,,,,,,
Independent Research Seminar - 47305 - PSYC 393 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Jessecae   Marsh (P),,,,,,,
Senior Research Project - 45177 - PSYC 394 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Susan E  Barrett (P),,,,,,,
Senior Research Project - 44348 - PSYC 394 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Mark H.  Bickhard (P),,,,,,,
Senior Research Project - 44349 - PSYC 394 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Michael J.  Gill (P),,,,,,,
Senior Research Project - 45450 - PSYC 394 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Christopher T.  Burke (P),,,,,,,
Senior Research Project - 44352 - PSYC 394 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Diane T.  Hyland (P),,,,,,,
Senior Research Project - 44353 - PSYC 394 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Barbara C.  Malt (P),,,,,,,
Senior Research Project - 46066 - PSYC 394 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Dominic J.  Packer (P),,,,,,,
Senior Research Project - 44354 - PSYC 394 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Gordon B.  Moskowitz (P),,,,,,,
Senior Research Project - 44355 - PSYC 394 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Ageliki   Nicolopoulou (P),,,,,,,
Senior Research Project - 44359 - PSYC 394 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Padraig G  O'Seaghdha (P),,,,,,,
Senior Research Project - 47308 - PSYC 394 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Amanda C.  Brandone (P),,,,,,,
Senior Research Project - 44362 - PSYC 394 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Catherine M.  Arrington (P),,,,,,,
Senior Research Project - 44364 - PSYC 394 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Deborah   Laible (P),,,,,,,
Senior Research Project - 44366 - PSYC 394 - 023,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Timothy A.  Lomauro (P),,,,,,,
Senior Research Project - 46067 - PSYC 394 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Almut   Hupbach (P),,,,,,,
Senior Research Project - 47307 - PSYC 394 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Jessecae   Marsh (P),,,,,,,
Cognitive Neuroscience of Memory - 48740 - PSYC 396 - 010,Class,2:35 pm - 3:50 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Almut   Hupbach (P),,,,,,,
Social Justice and Social Change - 49181 - PSYC 398 - 010,Class,12:45 pm - 2:00 pm,MW,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Dominic J.  Packer (P),,,,,,,
Developmental Psychology - 49182 - PSYC 402 - 010,Class,4:10 pm - 7:00 pm,R,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Susan E  Barrett (P),,,,,,,
Professional Seminar I - 40911 - PSYC 409 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Dominic J.  Packer (P),,,,,,,
First Year Research Project - 45180 - PSYC 412 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Susan E  Barrett (P),,,,,,,
First Year Research Project - 43697 - PSYC 412 - 011,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Mark H.  Bickhard (P),,,,,,,
First Year Research Project - 43698 - PSYC 412 - 012,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Michael J.  Gill (P),,,,,,,
First Year Research Project - 45451 - PSYC 412 - 013,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Christopher T.  Burke (P),,,,,,,
First Year Research Project - 43700 - PSYC 412 - 014,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Diane T.  Hyland (P),,,,,,,
First Year Research Project - 43701 - PSYC 412 - 015,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Barbara C.  Malt (P),,,,,,,
First Year Research Project - 46071 - PSYC 412 - 016,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Dominic J.  Packer (P),,,,,,,
First Year Research Project - 43702 - PSYC 412 - 017,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Gordon B.  Moskowitz (P),,,,,,,
First Year Research Project - 43703 - PSYC 412 - 018,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Ageliki   Nicolopoulou (P),,,,,,,
First Year Research Project - 43704 - PSYC 412 - 019,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Padraig G  O'Seaghdha (P),,,,,,,
First Year Research Project - 47313 - PSYC 412 - 020,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Amanda C.  Brandone (P),,,,,,,
First Year Research Project - 43706 - PSYC 412 - 021,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Catherine M.  Arrington (P),,,,,,,
First Year Research Project - 43707 - PSYC 412 - 022,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Deborah   Laible (P),,,,,,,
First Year Research Project - 46072 - PSYC 412 - 024,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Almut   Hupbach (P),,,,,,,
First Year Research Project - 47312 - PSYC 412 - 025,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Research,Jessecae   Marsh (P),,,,,,,
Statistical Analysis of Psychological Data I - 46074 - PSYC 421 - 010,Class,8:10 am - 11:00 am,M,TBA,"Aug 25, 2014 - Dec 05, 2014",Lecture,Christopher T.  Burke (P),,,,,,,
Special Study - 43923 - PSYC 460 - 010,Class,TBA,,TBA,"Aug 25, 2014 - Dec 05, 2014",Independent Study,Susan E  Barrett (P),,,,,,,
